attraction_id,nama,kota,id_kota,provinsi,category,total_review,total_rating,img,longitude,latitude,link_detail,adult_price,child_price
761,"Bukit Doa Karmel Tangkiling, Palangkaraya",Palangka Raya,168,Central Kalimantan,Others,27,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/94/10/57/bukit-doa-karmel-tangkiling.jpg?w=500&h=-1&s=1,113.913977,-2.2161048,https://www.tripadvisor.com/Attraction_Review-g303951-d4711906-Reviews-Bukit_Doa_Karmel_Tangkiling_Palangkaraya-Palangkaraya_Central_Kalimantan_Kalimant.html,100000,75000
764,Palangka Raya Monument (Soekarno Monument),Palangka Raya,168,Central Kalimantan,Others,56,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f3/7c/64/20171012-164722-largejpg.jpg?w=500&h=400&s=1,113.913977,-2.2161048,https://www.tripadvisor.com/Attraction_Review-g303951-d6987440-Reviews-Palangka_Raya_City_Monument_Soekarno_Monument-Palangkaraya_Central_Kalimantan_Kal.html,60000,35000
1129,Semarang Rainbow Village,Semarang,174,Central Java,Others,63,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e1/31/70/dsc08818-01-largejpg.jpg?w=500&h=-1&s=1,110.4381254,-7.0051453,https://www.tripadvisor.com/Attraction_Review-g297712-d12703640-Reviews-Semarang_Rainbow_Village-Semarang_Central_Java_Java.html,110000,85000
1137,Ereveld Kalibanteng,Semarang,174,Central Java,Others,25,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d7/74/83/border-between-man-and.jpg?w=500&h=-1&s=1,110.3786449,-6.9846254,https://www.tripadvisor.com/Attraction_Review-g297712-d6662806-Reviews-Ereveld_Kalibanteng-Semarang_Central_Java_Java.html,100000,75000
517,Desa Wisata Bentenan,Southeast Minahasa,180,North Sulawesi,Others,7,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/f4/5e/bd/tumbak-bay-close-to-bentenan.jpg?w=500&h=400&s=1,124.8920719,1.009559,https://www.tripadvisor.com/Attraction_Review-g297721-d4697070-Reviews-Desa_Wisata_Bentenan-Manado_North_Sulawesi_Sulawesi.html,100000,75000
1061,Desa Wisata Bentenan,Southeast Minahasa,180,North Sulawesi,Others,7,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/f4/5e/bd/tumbak-bay-close-to-bentenan.jpg?w=500&h=400&s=1,124.8920719,1.009559,https://www.tripadvisor.com/Attraction_Review-g297721-d4697070-Reviews-Desa_Wisata_Bentenan-Manado_North_Sulawesi_Sulawesi.html,110000,85000
275,Monkasel (Submarine Monument),Surabaya,184,Jawa Timur,Others,668,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/9f/62/87/most-visit-in-town.jpg?w=500&h=400&s=1,112.7503052,-7.2654304,https://www.tripadvisor.com/Attraction_Review-g297715-d450889-Reviews-Monkasel_Submarine_Monument-Surabaya_East_Java_Java.html,80000,55000
277,Tugu Pahlawan,Surabaya,184,Jawa Timur,Others,404,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/16/67/ba/tugu-pahlawan.jpg?w=500&h=400&s=1,112.7378177,-7.2458404,https://www.tripadvisor.com/Attraction_Review-g297715-d379338-Reviews-Tugu_Pahlawan-Surabaya_East_Java_Java.html,100000,75000
283,Pakuwon Food Festival,Surabaya,184,Jawa Timur,Others,244,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/82/2b/cd/filename-p1070580-jpg.jpg?w=500&h=-1&s=1,112.8029183,-7.27614,https://www.tripadvisor.com/Attraction_Review-g297715-d1992970-Reviews-Pakuwon_Food_Festival-Surabaya_East_Java_Java.html,70000,45000
286,Gubeng Railway Station,Surabaya,184,Jawa Timur,Others,113,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f1/8d/c9/img-20180203-035645-largejpg.jpg?w=500&h=400&s=1,112.7520353,-7.2656777,https://www.tripadvisor.com/Attraction_Review-g297715-d12079787-Reviews-Gubeng_Railway_Station-Surabaya_East_Java_Java.html,90000,65000
485,Monkasel (Submarine Monument),Surabaya,184,Jawa Timur,Others,668,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/9f/62/87/most-visit-in-town.jpg?w=500&h=400&s=1,112.7503052,-7.2654304,https://www.tripadvisor.com/Attraction_Review-g297715-d450889-Reviews-Monkasel_Submarine_Monument-Surabaya_East_Java_Java.html,90000,65000
487,Tugu Pahlawan,Surabaya,184,Jawa Timur,Others,404,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/16/67/ba/tugu-pahlawan.jpg?w=500&h=400&s=1,112.7378177,-7.2458404,https://www.tripadvisor.com/Attraction_Review-g297715-d379338-Reviews-Tugu_Pahlawan-Surabaya_East_Java_Java.html,120000,95000
493,Pakuwon Food Festival,Surabaya,184,Jawa Timur,Others,244,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/82/2b/cd/filename-p1070580-jpg.jpg?w=500&h=-1&s=1,112.8029183,-7.27614,https://www.tripadvisor.com/Attraction_Review-g297715-d1992970-Reviews-Pakuwon_Food_Festival-Surabaya_East_Java_Java.html,100000,75000
496,Gubeng Railway Station,Surabaya,184,Jawa Timur,Others,113,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f1/8d/c9/img-20180203-035645-largejpg.jpg?w=500&h=400&s=1,112.7520353,-7.2656777,https://www.tripadvisor.com/Attraction_Review-g297715-d12079787-Reviews-Gubeng_Railway_Station-Surabaya_East_Java_Java.html,70000,45000
452,Rumah Tuo Kampai Nan Panjang,Tanah Datar,186,West Sumatra,Others,1,3.0 of 5 bubbles,None,100.569747,-0.52297,https://www.tripadvisor.com/Attraction_Review-g297723-d450893-Reviews-Rumah_Tuo_Kampai_Nan_Panjang-Bukittinggi_West_Sumatra_Sumatra.html,100000,75000
1193,Rumah Tuo Kampai Nan Panjang,Tanah Datar,186,West Sumatra,Others,1,3.0 of 5 bubbles,None,100.569747,-0.52297,https://www.tripadvisor.com/Attraction_Review-g297723-d450893-Reviews-Rumah_Tuo_Kampai_Nan_Panjang-Bukittinggi_West_Sumatra_Sumatra.html,80000,55000
476,Tanjakan Gentong Tasikmalaya,Tasikmalaya,188,West Java,Others,21,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/e4/f8/00/tanjakan-gentong-tasikmalaya.jpg?w=500&h=-1&s=1,108.2171633,-7.3505808,https://www.tripadvisor.com/Attraction_Review-g1131500-d6876784-Reviews-Tanjakan_Gentong_Tasikmalaya-Tasikmalaya_West_Java_Java.html,60000,35000
957,Batu Layar,West Lombok,192,West Nusa Tenggara,Others,7,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/75/93/64/ambon.jpg?w=500&h=-1&s=1,116.090365,-8.5382506,https://www.tripadvisor.com/Attraction_Review-g608477-d12199880-Reviews-Batu_Layar-Ambon_Maluku_Islands.html,70000,45000
305,Water Castle (Tamansari),Yogyakarta,194,Special Region of Yogyakarta,Others,"3,275",3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/42/6e/e2/img-20160513-wa0268-largejpg.jpg?w=500&h=400&s=1,110.3594581,-7.8100673,https://www.tripadvisor.com/Attraction_Review-g294230-d379334-Reviews-Water_Castle_Tamansari-Yogyakarta_Region_Java.html,120000,95000
181,Mahakam River,Samarinda,173,,Others,181,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/89/3d/ba/sungai-mahakam.jpg?w=500&h=-1&s=1,115.7985655,0.121956709,https://www.tripadvisor.com/Attraction_Review-g317102-d4409760-Reviews-Mahakam_River-Samarinda_East_Kalimantan_Kalimantan.html,70000,45000
293,Jalan Pahlawan,Surabaya,184,Sarawak,Others,59,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/bc/56/28/jalan-pahlawan.jpg?w=500&h=400&s=1,111.843724,2.306179,https://www.tripadvisor.com/Attraction_Review-g297715-d447072-Reviews-Jalan_Pahlawan-Surabaya_East_Java_Java.html,120000,95000
503,Jalan Pahlawan,Surabaya,184,Sarawak,Others,59,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/bc/56/28/jalan-pahlawan.jpg?w=500&h=400&s=1,111.843724,2.306179,https://www.tripadvisor.com/Attraction_Review-g297715-d447072-Reviews-Jalan_Pahlawan-Surabaya_East_Java_Java.html,70000,45000
978,Siring Watch Towers Martapura River,Banjarmasin,11,South Kalimantan,Others,86,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/21/db/dd/night-view-from-siring.jpg?w=500&h=400&s=1,114.7973267,-3.397908405,https://www.tripadvisor.com/Attraction_Review-g303950-d7126189-Reviews-Siring_Watch_Towers_Martapura_River-Banjarmasin_South_Kalimantan_Kalimantan.html,100000,75000
1047,Indonesia - Papua Nugini Border,Jayapura,43,Papua,Others,1,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e6/83/43/screenshot-20210425-151608.jpg?w=500&h=400&s=1,143.95555,-6.314993,https://www.tripadvisor.com/Attraction_Review-g680181-d17657007-Reviews-Indonesia_Papua_Nugini_Border-Jayapura_Papua.html,70000,45000
910,Kaula Leather Workshop,Kabupaten Bantul,53,Daerah Istimewa Yogyakarta,Others,96,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/4a/dd/dc/kaula-leather-workshop.jpg?w=500&h=-1&s=1,110.3593549,-7.8145998,https://www.tripadvisor.com/Attraction_Review-g2304084-d6938644-Reviews-Kaula_Leather_Workshop-Bantul_Yogyakarta_Region_Java.html,90000,65000
49,Chez Monique Silver Smith Class,Kabupaten Gianyar,65,Bali,Others,"1,558",5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/29/a9/35/ring.jpg?w=500&h=400&s=1,115.26598,-8.501415,https://www.tripadvisor.com/Attraction_Review-g297701-d2151243-Reviews-Chez_Monique_Silver_Smith_Class-Ubud_Gianyar_Regency_Bali.html,120000,95000
88,Pantan Terong,Kabupaten Aceh Tengah,45,Aceh,Others,11,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/20/6c/b6/lac-lut-tawar-from-takengon.jpg?w=500&h=400&s=1,96.80786,4.64734,https://www.tripadvisor.com/Attraction_Review-g2373422-d6924774-Reviews-Pantan_Terong-Takengon_Aceh_Sumatra.html,60000,35000
892,Bukit Panguk Kediwung,Kabupaten Bantul,53,Daerah Istimewa Yogyakarta,Others,36,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/14/61/e9/sunrise-di-bukit-panguk.jpg?w=500&h=400&s=1,110.4407622,-7.9583695,https://www.tripadvisor.com/Attraction_Review-g2304084-d12196184-Reviews-Bukit_Panguk_Kediwung-Bantul_Yogyakarta_Region_Java.html,60000,35000
897,Tembelan Gorge,Kabupaten Bantul,53,Daerah Istimewa Yogyakarta,Others,37,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a1/50/42/tembelan-gorge.jpg?w=500&h=400&s=1,110.4298257,-7.9400233,https://www.tripadvisor.com/Attraction_Review-g2304084-d12123171-Reviews-Tembelan_Gorge-Bantul_Yogyakarta_Region_Java.html,110000,85000
9,Panenjoan Hill,Kabupaten Purwakarta,83,Jawa Barat,Others,6,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5a/71/57/amfiteater.jpg?w=500&h=400&s=1,107.513749,-6.6670753,https://www.tripadvisor.com/Attraction_Review-g297714-d13162911-Reviews-Panenjoan_Hill-Sukabumi_West_Java_Java.html,80000,55000
649,Koja Cliff Park,Kabupaten Tangerang,96,Banten,Others,28,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/48/a6/3a/pondok-kecil.jpg?w=500&h=-1&s=1,106.3979829,-6.3145534,https://www.tripadvisor.com/Attraction_Review-g1493703-d12955994-Reviews-Koja_Cliff_Park-Tangerang_Banten_Province_Java.html,110000,85000
569,Bukit Bulu Batu Flower Garden,Kota Batu,113,Jawa Timur,Others,25,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/13/58/79/keindahan-alam-yang-menyejukka.jpg?w=500&h=400&s=1,112.5187917,-7.9117923,https://www.tripadvisor.com/Attraction_Review-g1237079-d12976577-Reviews-Bukit_Bulu_Batu_Flower_Garden-Batu_East_Java_Java.html,110000,85000
1042,Bukit Jokowi,Kota Jayapura,125,Papua,Others,3,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e6/93/ec/screenshot-20210425-165454.jpg?w=500&h=-1&s=1,140.6885197,-2.5884097,https://www.tripadvisor.com/Attraction_Review-g680181-d17653775-Reviews-Bukit_Jokowi-Jayapura_Papua.html,120000,95000
357,Nobita Hill,Padang,165,West Sumatra,Others,17,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/3a/90/3a/getlstd-property-photo.jpg?w=500&h=400&s=1,100.4157254,-0.9735541,https://www.tripadvisor.com/Attraction_Review-g297726-d7608527-Reviews-Nobita_Hill-Padang_West_Sumatra_Sumatra.html,60000,35000
913,Pintu Langit,Padang Sidempuan,167,North Sumatra,Others,8,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c8/41/8c/pintoelangit.jpg?w=500&h=400&s=1,99.2556931,1.468231,https://www.tripadvisor.com/Attraction_Review-g2304084-d13084720-Reviews-Pintu_Langit-Bantul_Yogyakarta_Region_Java.html,100000,75000
773,Bukit Tangkiling,Palangka Raya,168,Central Kalimantan,Others,20,3.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/29/62/9b/bukit-tangkiling.jpg?w=500&h=-1&s=1,113.6799766,-1.9735657,https://www.tripadvisor.com/Attraction_Review-g303951-d4326490-Reviews-Bukit_Tangkiling-Palangkaraya_Central_Kalimantan_Kalimantan.html,70000,45000
881,Puncak Damar,Sumedang,183,West Java,Others,2,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a9/55/ae/view-point-terbaik.jpg?w=500&h=-1&s=1,108.0645295,-6.8664945,https://www.tripadvisor.com/Attraction_Review-g3363974-d12657008-Reviews-Puncak_Damar-Sumedang_West_Java_Java.html,90000,65000
474,Pasir Kirisik Guranteng,Tasikmalaya,188,West Java,Others,8,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/75/ee/b2/merupakan-pariwisata.jpg?w=500&h=400&s=1,108.2005556,-7.1052778,https://www.tripadvisor.com/Attraction_Review-g1131500-d12282780-Reviews-Pasir_Kirisik_Guranteng-Tasikmalaya_West_Java_Java.html,60000,35000
987,Taman Siring Kilometer,Banjarmasin,11,South Kalimantan,Others,6,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3f/86/16/this-is-zero-kilometer.jpg?w=500&h=-1&s=1,114.5926005,-3.3184236,https://www.tripadvisor.com/Attraction_Review-g303950-d14985795-Reviews-Taman_Siring_0_Kilometer-Banjarmasin_South_Kalimantan_Kalimantan.html,120000,95000
934,Thomas Parr Monument,Bengkulu,18,Bengkulu,Others,39,3.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/0f/91/7f/monumen-thomas-parr.jpg?w=500&h=-1&s=1,102.2506987,-3.788714,https://www.tripadvisor.com/Attraction_Review-g1472388-d2482879-Reviews-Thomas_Parr_Monument-Bengkulu_Bengkulu_Province_Sumatra.html,70000,45000
435,Bukittinggi Clock Tower,Bukittinggi,23,West Sumatra,Others,659,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/1b/b9/c3/jam-gadang-bukittinggi.jpg?w=500&h=400&s=1,100.383479,-0.3039178,https://www.tripadvisor.com/Attraction_Review-g297723-d3367607-Reviews-Bukittinggi_Clock_Tower-Bukittinggi_West_Sumatra_Sumatra.html,110000,85000
1176,Bukittinggi Clock Tower,Bukittinggi,23,West Sumatra,Others,659,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/1b/b9/c3/jam-gadang-bukittinggi.jpg?w=500&h=400&s=1,100.383479,-0.3039178,https://www.tripadvisor.com/Attraction_Review-g297723-d3367607-Reviews-Bukittinggi_Clock_Tower-Bukittinggi_West_Sumatra_Sumatra.html,60000,35000
1170,Tugu Keris Siginjai,Jambi,41,Jambi,Others,1,4.0 of 5 bubbles,None,103.6078669,-1.6305338,https://www.tripadvisor.com/Attraction_Review-g297724-d13817959-Reviews-Tugu_Keris_Siginjai-Jambi_Jambi_Province_Sumatra.html,70000,45000
1046,Dispela Monument,Jayapura,43,Papua,Others,1,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/13/6d/b4/20190621-125922-largejpg.jpg?w=500&h=400&s=1,140.8352284,-2.6290504,https://www.tripadvisor.com/Attraction_Review-g680181-d17653780-Reviews-Dispela_Monument-Jayapura_Papua.html,60000,35000
1016,Big Garden Corner,Kota Denpasar,118,Bali,Others,198,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/56/5a/f8/wonderful-photo-opportunities.jpg?w=500&h=-1&s=1,115.2533172,-8.6567502,https://www.tripadvisor.com/Attraction_Review-g297700-d12268532-Reviews-Big_Garden_Corner-Sanur_Denpasar_Bali.html,90000,65000
244,National Monument (MONAS),Kota Jakarta Pusat,121,Daerah Khusus Ibukota Jakarta,Others,"4,162",4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c3/d2/54/jakarta-amazing-tour.jpg?w=500&h=400&s=1,106.8271528,-6.1753924,https://www.tripadvisor.com/Attraction_Review-g294229-d379339-Reviews-National_Monument_MONAS-Jakarta_Java.html,110000,85000
145,Mandala Monument,Kota Makassar,128,Sulawesi Selatan,Others,26,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/94/69/d8/photo8jpg.jpg?w=500&h=-1&s=1,119.4137133,-5.1376499,https://www.tripadvisor.com/Attraction_Review-g297720-d10692537-Reviews-Mandala_Monument-Makassar_South_Sulawesi_Sulawesi.html,100000,75000
803,Monpera,Kota Palembang,134,Sumatera Selatan,Others,84,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/ad/41/65/photo1jpg.jpg?w=500&h=400&s=1,104.7603628,-2.989246,https://www.tripadvisor.com/Attraction_Review-g608501-d3476237-Reviews-Monpera-Palembang_South_Sumatra_Sumatra.html,90000,65000
1119,Sam Po Kong Temple,Kota Semarang,137,Jawa Tengah,Others,"1,192",4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/aa/3c/c9/photo3jpg.jpg?w=500&h=-1&s=1,110.398,-6.9963,https://www.tripadvisor.com/Attraction_Review-g297712-d1214222-Reviews-Sam_Po_Kong_Temple-Semarang_Central_Java_Java.html,100000,75000
1131,Tugu Muda,Kota Semarang,137,Jawa Tengah,Others,66,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/86/96/61/taman-tugu-muda.jpg?w=500&h=400&s=1,110.409321,-6.9843189,https://www.tripadvisor.com/Attraction_Review-g297712-d10130285-Reviews-Tugu_Muda-Semarang_Central_Java_Java.html,90000,65000
325,Yogyakarta Monument,Kota Yogyakarta,143,Daerah Istimewa Yogyakarta,Others,383,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/bf/47/61/yogyakarta-monument.jpg?w=500&h=-1&s=1,110.3670757,-7.7829218,https://www.tripadvisor.com/Attraction_Review-g14782503-d8685882-Reviews-Yogyakarta_Monument-Yogyakarta_Yogyakarta_Region_Java.html,90000,65000
861,Malang Hall Monument,Malang,149,East Java,Others,118,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/4d/0c/c3/taman-di-seberang-gedung.jpg?w=500&h=400&s=1,112.6326321,-7.9666204,https://www.tripadvisor.com/Attraction_Review-g297710-d7898650-Reviews-Malang_City_Hall_Monument-Malang_East_Java_Java.html,70000,45000
512,Christ Blessing,Manado,150,North Sulawesi,Others,107,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/bf/60/6c/christ-blessing.jpg?w=500&h=400&s=1,124.847646,1.4379884,https://www.tripadvisor.com/Attraction_Review-g297721-d10636479-Reviews-Christ_Blessing-Manado_North_Sulawesi_Sulawesi.html,70000,45000
1056,Christ Blessing,Manado,150,North Sulawesi,Others,107,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/bf/60/6c/christ-blessing.jpg?w=500&h=400&s=1,124.847646,1.4379884,https://www.tripadvisor.com/Attraction_Review-g297721-d10636479-Reviews-Christ_Blessing-Manado_North_Sulawesi_Sulawesi.html,100000,75000
292,Monumen Jalesveva Jayamahe,Surabaya,184,Jawa Timur,Others,46,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/56/10/2f/saya-mengambil-foto-ini.jpg?w=500&h=400&s=1,112.7395206,-7.1954748,https://www.tripadvisor.com/Attraction_Review-g297715-d447112-Reviews-Monumen_Jalesveva_Jayamahe-Surabaya_East_Java_Java.html,100000,75000
502,Monumen Jalesveva Jayamahe,Surabaya,184,Jawa Timur,Others,46,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/56/10/2f/saya-mengambil-foto-ini.jpg?w=500&h=400&s=1,112.7395206,-7.1954748,https://www.tripadvisor.com/Attraction_Review-g297715-d447112-Reviews-Monumen_Jalesveva_Jayamahe-Surabaya_East_Java_Java.html,90000,65000
79,Monument km Indonesia,Medan,152,,Others,309,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/16/9d/b9/img-20180521-wa0028-largejpg.jpg?w=500&h=-1&s=1,113.921327,-0.789275,https://www.tripadvisor.com/Attraction_Review-g2540440-d6558345-Reviews-Monument_0_km_Indonesia-Sabang_Pulau_Weh_Aceh_Sumatra.html,100000,75000
451,Hatta Monument Park,Ambon,195,Dubai,Others,10,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/80/b8/1b/view-from-the-park-of.jpg?w=500&h=-1&s=1,56.1253848,24.8061691,https://www.tripadvisor.com/Attraction_Review-g297723-d14007151-Reviews-Hatta_Monument_Park-Bukittinggi_West_Sumatra_Sumatra.html,120000,95000
447,Mount Singgalang,Agam,2,West Sumatra,Mountains,12,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/41/4e/5c/mount-singgalang-view.jpg?w=500&h=400&s=1,100.3308333,-0.39,https://www.tripadvisor.com/Attraction_Review-g297723-d3747347-Reviews-Mount_Singgalang-Bukittinggi_West_Sumatra_Sumatra.html,90000,65000
1188,Mount Singgalang,Agam,2,West Sumatra,Mountains,12,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/41/4e/5c/mount-singgalang-view.jpg?w=500&h=400&s=1,100.3308333,-0.39,https://www.tripadvisor.com/Attraction_Review-g297723-d3747347-Reviews-Mount_Singgalang-Bukittinggi_West_Sumatra_Sumatra.html,60000,35000
568,Mount Panderman,Batu,16,East Java,Mountains,10,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/77/80/fc/20180328-172642-largejpg.jpg?w=500&h=-1&s=1,112.4966667,-7.9041667,https://www.tripadvisor.com/Attraction_Review-g1237079-d10686292-Reviews-Mount_Panderman-Batu_East_Java_Java.html,60000,35000
584,Mount Bunder,Bogor,21,West Java,Mountains,42,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/eb/61/66/mount-bunder.jpg?w=500&h=400&s=1,106.9919444,-6.6188889,https://www.tripadvisor.com/Attraction_Review-g297706-d3264771-Reviews-Mount_Bunder-Bogor_West_Java_Java.html,70000,45000
16,Gede Pangrango National Park,Cianjur,27,West Java,Mountains,6,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c5/c4/20/at-hotel-taman-sari-surya.jpg?w=500&h=400&s=1,106.9819444,-6.7877778,https://www.tripadvisor.com/Attraction_Review-g297714-d12168031-Reviews-Gede_Pangrango_National_Park-Sukabumi_West_Java_Java.html,120000,95000
371,Mount Guntur,Garut,33,West Java,Mountains,14,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/b2/22/5d/mount-guntur.jpg?w=500&h=-1&s=1,107.8375,-7.1508333,https://www.tripadvisor.com/Attraction_Review-g1137840-d8874088-Reviews-Mount_Guntur-Garut_West_Java_Java.html,90000,65000
974,Mountains,Kotabaru,144,South Kalimantan,Mountains,51,4.5 of 5 bubbles,Mountains,115.6666667,-2.75,Mountains,100000,75000
220,Mount Inerie Peak,Ngada,161,East Nusa Tenggara,Mountains,102,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4b/e7/9f/view-from-the-summit.jpg?w=500&h=400&s=1,120.9543944,-8.8781054,https://www.tripadvisor.com/Attraction_Review-g297729-d8489528-Reviews-Mount_Inerie_Peak-Flores_East_Nusa_Tenggara.html,110000,85000
522,Mount Tumpa,North Minahasa,163,North Sulawesi,Mountains,13,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/7f/99/16/paragliding-on-mount.jpg?w=500&h=400&s=1,124.8447222,1.5658333,https://www.tripadvisor.com/Attraction_Review-g297721-d10686281-Reviews-Mount_Tumpa-Manado_North_Sulawesi_Sulawesi.html,70000,45000
1066,Mount Tumpa,North Minahasa,163,North Sulawesi,Mountains,13,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/7f/99/16/paragliding-on-mount.jpg?w=500&h=400&s=1,124.8447222,1.5658333,https://www.tripadvisor.com/Attraction_Review-g297721-d10686281-Reviews-Mount_Tumpa-Manado_North_Sulawesi_Sulawesi.html,120000,95000
1145,Mount Kerinci,South Solok,179,West Sumatra,Mountains,124,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9e/e1/09/photo3jpg.jpg?w=500&h=-1&s=1,101.2641666,-1.6966666,https://www.tripadvisor.com/Attraction_Review-g297724-d1438280-Reviews-Mount_Kerinci-Jambi_Jambi_Province_Sumatra.html,70000,45000
453,Tandikat Mountain,Tanah Datar,186,West Sumatra,Mountains,4,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/38/eb/3e/gunung-tandikat.jpg?w=500&h=400&s=1,100.3197222,-0.4311111,https://www.tripadvisor.com/Attraction_Review-g297723-d6364289-Reviews-Tandikat_Mountain-Bukittinggi_West_Sumatra_Sumatra.html,70000,45000
